Parent Realm ID,Parent Realm Name,Realm ID,Realm Name,District ID,District Name,Examinee ID,Last Name,First Name,Manifest Name,Test Date,Session Status,Session Exit,Level Score,Scale Score,Middle Name,Birth Date,Email,Address 1,Address 2,City,State,Zip Code,Gender,Education Level,Current Status,Ethnic Reporting Value,Education Status,HighestDegree,EmploymentStatus,English Speaking,Language,Tech Prep,Apprenticeship,On-the-Job Training,Job Corps,Co-op Education,Adult Education,Career Training,Full-time Employment,Part-time Employment,Willing to Move,Hours Worked,Years Worked,Reason For Taking,School Currently,Which Employer,Why School,WorkKeys Source,Certificate ID,Certificate Level
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_1,Last Name_1,First Name_1,WorkKeys Applied Math,4/1/2022 0:00,C,,< 3,69,Middle Name_1,Birth Date_1,Email_1@gmail.com,Address 1_1,Address 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WKPP,,
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_1,Last Name_1,First Name_1,WorkKeys Graphic Literacy,4/1/2022 0:00,C,,< 3,71,Middle Name_1,Birth Date_1,Email_1@gmail.com,Address 1_1,Address 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WKPP,,
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_1,Last Name_1,First Name_1,WorkKeys Workplace Documents,4/1/2022 0:00,C,,< 3,70,Middle Name_1,Birth Date_1,Email_1@gmail.com,Address 1_1,Address 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WKPP,,
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_2,Last Name_2,First Name_2,WorkKeys Applied Math,3/29/2022 9:18,C,,3,74,Middle Name_2,Birth Date_2,Email_2@gmail.com,Address 1_2,Address 2_2,Aiken,SC,29805,F,10th grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,Elementary/Middle school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,CareerReadinessCert,"Yes, full time",,Still in high school,WKIV,47V3W94Q6HRG,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_2,Last Name_2,First Name_2,WorkKeys Graphic Literacy,3/29/2022 10:44,C,,4,77,Middle Name_2,Birth Date_2,Email_2@gmail.com,Address 1_2,Address 2_2,Aiken,SC,29805,F,10th grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,Elementary/Middle school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,CareerReadinessCert,"Yes, full time",,Still in high school,WKIV,47V3W94Q6HRG,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_2,Last Name_2,First Name_2,WorkKeys Workplace Documents,3/29/2022 7:49,C,,3,72,Middle Name_2,Birth Date_2,Email_2@gmail.com,Address 1_2,Address 2_2,Aiken,SC,29805,F,10th grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,Elementary/Middle school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,CareerReadinessCert,"Yes, full time",,Still in high school,WKIV,47V3W94Q6HRG,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_3,Last Name_3,First Name_3,WorkKeys Applied Math,3/29/2022 8:58,C,,3,75,Middle Name_3,Birth Date_3,Email_3@gmail.com,Address 1_3,Address 2_3,Aiken,SC,29801,F,10th grade,"Current high school junior, senior, or recent (12 months) graduate",White,,Elementary/Middle school,Unemployed -- not seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,0Z1P4YH3ZQBT,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_3,Last Name_3,First Name_3,WorkKeys Graphic Literacy,3/29/2022 10:35,C,,5,80,Middle Name_3,Birth Date_3,Email_3@gmail.com,Address 1_3,Address 2_3,Aiken,SC,29801,F,10th grade,"Current high school junior, senior, or recent (12 months) graduate",White,,Elementary/Middle school,Unemployed -- not seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,0Z1P4YH3ZQBT,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_3,Last Name_3,First Name_3,WorkKeys Workplace Documents,3/29/2022 7:50,C,,4,79,Middle Name_3,Birth Date_3,Email_3@gmail.com,Address 1_3,Address 2_3,Aiken,SC,29801,F,10th grade,"Current high school junior, senior, or recent (12 months) graduate",White,,Elementary/Middle school,Unemployed -- not seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,0Z1P4YH3ZQBT,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_4,Last Name_4,First Name_4,WorkKeys Applied Math,3/29/2022 9:03,C,,< 3,69,Middle Name_4,Birth Date_4,,Address 1_4,Address 2_4,Aiken,SC,29801,M,10th grade,Currently employed private or nonprofit,American Indian/Alaska Native,,None,perfernotrespond,,English,,,,,,,,,,,,,personalInfo,"Yes, full time",no,Still in high school,WKIV,,
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_4,Last Name_4,First Name_4,WorkKeys Graphic Literacy,3/29/2022 10:39,C,,< 3,70,Middle Name_4,Birth Date_4,,Address 1_4,Address 2_4,Aiken,SC,29801,M,10th grade,Currently employed private or nonprofit,American Indian/Alaska Native,,None,perfernotrespond,,English,,,,,,,,,,,,,personalInfo,"Yes, full time",no,Still in high school,WKIV,,
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_4,Last Name_4,First Name_4,WorkKeys Workplace Documents,3/29/2022 8:06,C,,< 3,68,Middle Name_4,Birth Date_4,,Address 1_4,Address 2_4,Aiken,SC,29801,M,10th grade,Currently employed private or nonprofit,American Indian/Alaska Native,,None,perfernotrespond,,English,,,,,,,,,,,,,personalInfo,"Yes, full time",no,Still in high school,WKIV,,
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_5,Last Name_5,First Name_5,WorkKeys Applied Math,3/29/2022 10:35,C,,4,78,Middle Name_5,Birth Date_5,Email_5@gmail.com,Address 1_5,Address 2_5,Ridge Spring,SC,29129,F,10th grade,"Current high school junior, senior, or recent (12 months) graduate",White,,Elementary/Middle school,Employed part time (less than 20 hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,2GDT7723G0B6,Silver
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_5,Last Name_5,First Name_5,WorkKeys Graphic Literacy,3/29/2022 8:28,C,,5,80,Middle Name_5,Birth Date_5,Email_5@gmail.com,Address 1_5,Address 2_5,Ridge Spring,SC,29129,F,10th grade,"Current high school junior, senior, or recent (12 months) graduate",White,,Elementary/Middle school,Employed part time (less than 20 hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,2GDT7723G0B6,Silver
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_5,Last Name_5,First Name_5,WorkKeys Workplace Documents,3/29/2022 7:41,C,,5,82,Middle Name_5,Birth Date_5,Email_5@gmail.com,Address 1_5,Address 2_5,Ridge Spring,SC,29129,F,10th grade,"Current high school junior, senior, or recent (12 months) graduate",White,,Elementary/Middle school,Employed part time (less than 20 hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,2GDT7723G0B6,Silver
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_6,Last Name_6,First Name_6,WorkKeys Applied Math,4/20/2022 8:12,C,,3,73,Middle Name_6,Birth Date_6,Email_6@gmail.com,Address 1_6,Address 2_6,Aiken,SC,29801,M,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",White,,High school,Employed part time (20 or more hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",na,Still in high school,WKIV,,
