State,State District Code,State District Name,State School Code,State School Name,ACT High School Code,State Student ID,Local ID,First Name,Last Name,Middle Initial,DOB,Gender,Actual Grade,English Testing Grade,Reading Testing Grade,Mathematics Testing Grade,Science Testing Grade,Writing Testing Grade,Class or Group 1,Class or Group 2,Class or Group 3,Class or Group 4,Class or Group 5,Class or Group 6,Class or Group 7,Class or Group 8,Class or Group 9,Class or Group 10,Hispanic or Latino,American Indian / Alaska Native,Asian,Black/African American,Native Hawaiian / Other Pacific Islander,White,Migrant,Economically Disadvantaged,IEP,ELL,Section 504,Other Accoms Plan,Gifted,Teacher Email 1,Teacher Email 2,Teacher Email 3,Teacher Email 4,Teacher Email 5,Teacher Email 6,Teacher Email 7,Teacher Email 8,Teacher Email 9,Teacher Email 10,Personal Needs Profile,Pearson Student ID,English Test Administration Date,English Tested Grade,English Tested Off Grade Flag,English Scale Score,English ACT Readiness Benchmark,English Readiness Level,English Projected one-year ACT Aspire Score Range Lower,English Projected one-year ACT Aspire Score Range Upper,English Projected two-year ACT Aspire Score Range Lower,English Projected two-year ACT Aspire Score Range Upper,English Projected ACT Score Range Lower,English Projected ACT Score Range Upper,English Growth Percentile,English Growth Category,Production of Writing Earned Points,Production of Writing Total Points,Production of Writing Percent Correct,Production of Writing ACT Readiness Range,Knowledge of Language Earned Points,Knowledge of Language Total Points,Knowledge of Language Percent Correct,Knowledge of Language ACT Readiness Range,Conventions of Standard English Earned Points,Conventions of Standard English Total Points,Conventions of Standard English Percent Correct,Conventions of Standard English ACT Readiness Range,English Irregularity,Mathematics Test Administration Date,Mathematics Tested Grade,Mathematics Tested Off Grade Flag,Mathematics Scale Score,Mathematics ACT Readiness Benchmark,Mathematics Readiness Level,Mathematics Projected one-year ACT Aspire Score Range Lower,Mathematics Projected one-year ACT Aspire Score Range Upper,Mathematics Projected two-year ACT Aspire Score Range Lower,Mathematics Projected two-year ACT Aspire Score Range Upper,Mathematics Projected ACT Score Range Lower,Mathematics Projected ACT Score Range Upper,Mathematics Growth Percentile,Mathematics Growth Category,Grade Level Progress Earned Points,Grade Level Progress Total Points,Grade Level Progress Percent Correct,Grade Level Progress ACT Readiness Range,Foundation Earned Points,Foundation Total Points,Foundation Percent Correct,Foundation ACT Readiness Range,Justification and Explanation Earned Points,Justification and Explanation Total Points,Justification and Explanation Percent Correct,Justification and Explanation ACT Readiness Range,Modeling Earned Points,Modeling Total Points,Modeling Percent Correct,Modeling ACT Readiness Range,Number and Operations - Fractions Earned Points,Number and Operations - Fractions Total Points,Number and Operations - Fractions Percent Correct,Number and Operations - Fractions ACT Readiness Range,Number and Operations in Base 10 Earned Points,Number and Operations in Base 10 Total Points,Number and Operations in Base 10 Percent Correct,Number and Operations in Base 10 ACT Readiness Range,The Number System Earned Points,The Number System Total Points,The Number System Percent Correct,The Number System ACT Readiness Range,Number and Quantity Earned Points,Number and Quantity Total Points,Number and Quantity Percent Correct,Number and Quantity ACT Readiness Range,Operations and Algebraic Thinking Earned Points,Operations and Algebraic Thinking Total Points,Operations and Algebraic Thinking Percent Correct,Operations and Algebraic Thinking ACT Readiness Range,Expressions & Equations Earned Points,Expressions & Equations Total Points,Expressions & Equations Percent Correct,Expressions & Equations ACT Readiness Range,Ratios and Proportional Relationships Earned Points,Ratios and Proportional Relationships Total Points,Ratios and Proportional Relationships Percent Correct,Ratios and Proportional Relationships ACT Readiness Range,Algebra Earned Points,Algebra Total Points,Algebra Percent Correct,Algebra ACT Readiness Range,Functions Earned Points,Functions Total Points,Functions Percent Correct,Functions ACT Readiness Range,Geometry Earned Points,Geometry Total Points,Geometry Percent Correct,Geometry ACT Readiness Range,Measurement and Data Earned Points,Measurement and Data Total Points,Measurement and Data Percent Correct,Measurement and Data ACT Readiness Range,Statistics and Probability Earned Points,Statistics and Probability Total Points,Statistics and Probability Percent Correct,Statistics and Probability ACT Readiness Range,Mathematics Irregularity,Reading Test Administration Date,Reading Tested Grade,Reading Tested Off Grade Flag,Reading Scale Score,Reading ACT Readiness Benchmark,Reading Readiness Level,Reading Projected one-year ACT Aspire Score Range Lower,Reading Projected one-year ACT Aspire Score Range Upper,Reading Projected two-year ACT Aspire Score Range Lower,Reading Projected two-year ACT Aspire Score Range Upper,Reading Projected ACT Score Range Lower,Reading Projected ACT Score Range Upper,Reading Growth Percentile,Reading Growth Category,Key Ideas and Details Earned Points,Key Ideas and Details Total Points,Key Ideas and Details Percent Correct,Key Ideas and Details ACT Readiness Range,Craft and Structure Earned Points,Craft and Structure Total Points,Craft and Structure Percent Correct,Craft and Structure ACT Readiness Range,Integration of Knowledge and Ideas Earned Points,Integration of Knowledge and Ideas Total Points,Integration of Knowledge and Ideas Percent Correct,Integration of Knowledge and Ideas ACT Readiness Range,Reading Irregularity,Science Test Administration Date,Science Tested Grade,Science Tested Off Grade Flag,Science Scale Score,Science ACT Readiness Benchmark,Science Readiness Level,Science Projected one-year ACT Aspire Score Range Lower,Science Projected one-year ACT Aspire Score Range Upper,Science Projected two-year ACT Aspire Score Range Lower,Science Projected two-year ACT Aspire Score Range Upper,Science Projected ACT Score Range Lower,Science Projected ACT Score Range Upper,Science Growth Percentile,Science Growth Category,Interpretation of Data Earned Points,Interpretation of Data Total Points,Interpretation of Data Percent Correct,Interpretation of Data ACT Readiness Range,Scientific Investigation Earned Points,Scientific Investigation Total Points,Scientific Investigation Percent Correct,Scientific Investigation ACT Readiness Range,"Evaluation of Models, Inferences, and Experimental Results Earned Points","Evaluation of Models, Inferences, and Experimental Results Total Points","Evaluation of Models, Inferences, and Experimental Results Percent Correct","Evaluation of Models, Inferences, and Experimental Results ACT Readiness Range",Science Irregularity,Writing Test Administration Date,Writing Tested Grade,Writing Tested Off Grade Flag,Writing Scale Score,Writing ACT Readiness Benchmark,Writing Readiness Level,Writing Projected one-year ACT Aspire Score Range Lower,Writing Projected one-year ACT Aspire Score Range Upper,Writing Projected two-year ACT Aspire Score Range Lower,Writing Projected two-year ACT Aspire Score Range Upper,Writing Projected ACT Score Range Lower,Writing Projected ACT Score Range Upper,Writing Growth Percentile,Writing Growth Category,Ideas and Analysis Earned Points,Ideas and Analysis Total Points,Ideas and Analysis Percent Correct,Ideas and Analysis ACT Readiness Range,Development and Support Earned Points,Development and Support Total Points,Development and Support Percent Correct,Development and Support ACT Readiness Range,Organization Earned Points,Organization Total Points,Organization Percent Correct,Organization ACT Readiness Range,Language Use and Conventions Earned Points,Language Use and Conventions Total Points,Language Use and Conventions Percent Correct,Language Use and Conventions ACT Readiness Range,Writing Irregularity,ACT Aspire Composite Score,The ACT Predicted Composite Score Range Low,The ACT Predicted Composite Score Range High,English National Percentile Rank,Mathematics National Percentile Rank,Reading National Percentile Rank,Science National Percentile Rank,Writing National Percentile Rank,ELA Score,ELA Readiness,Progress with Text Complexity,STEM Score,STEM Readiness,Progress Toward Career Readiness,Extract Date,Extract Time,Extracted By,Tenant ID,Student ID,English Test ExternalLoginKey,Mathematics Test ExternalLoginKey,Reading Test ExternalLoginKey,Science Test ExternalLoginKey,Writing Test ExternalLoginKey
SC,1234,Fake School District,1234019,Fake Middle School,,1122334455,2.0003E+11,FirstName_01,LastName_01,B,5/21/2002,M,07,07,07,07,07,07,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,,,,,N,N,N,N,N,Y,,Y,,,,,,,,,,,,,,,,,1000001,05192015,07,N,422,Y,R,421,429,420,436,,,,,3,10,30,N,4,5,80,Y,11,20,55,Y,N,05192015,07,N,423,Y,R,422,429,421,435,,,,,13,28,46,Y,7,18,39,N,6,16,38,Y,13,30,43,Y,,,,,,,,,1,4,25,N,,,,,,,,,1,4,25,N,3,4,75,Y,,,,,,,,,2,4,50,Y,,,,,2,4,50,N,N,05192015,07,N,417,N,C,418,425,419,433,,,,,5,16,31,N,3,7,43,N,4,6,67,Y,N,05192015,07,N,419,N,N,420,427,421,435,,,,,13,20,65,Y,2,8,25,N,2,12,17,N,N,05192015,07,N,420,N,C,418,425,416,430,,,,,2,6,33,N,2,6,33,N,3,6,50,N,3,6,50,N,N,,,,38,75,38,46,40,420,N,N,421,N,,08012015,022420,Admin Name,9876,,,,,,
SC,1234,Fake School District,1234019,Fake Middle School,,1122334456,2.0003E+11,FirstName_02,LastName_02,B,5/7/2002,M,07,07,07,07,07,07,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,,,,,N,N,N,Y,N,N,,Y,,,,,,,,,,,,,,,,,1000002,05192015,07,N,422,Y,R,421,429,420,436,,,,,3,10,30,N,3,6,50,Y,13,19,68,Y,N,05192015,07,N,420,N,C,419,426,418,432,,,,,8,28,29,N,5,18,28,N,4,16,25,N,7,26,27,N,,,,,,,,,2,4,50,Y,,,,,,,,,0,4,0,N,2,4,50,Y,,,,,,,,,1,4,25,N,,,,,1,4,25,N,N,05192015,07,N,419,N,C,420,426,421,433,,,,,8,16,50,N,2,7,29,N,4,6,67,Y,N,05192015,07,N,416,N,N,418,425,420,434,,,,,6,20,30,N,2,8,25,N,5,12,42,N,N,05192015,07,N,417,N,N,417,424,417,431,,,,,2,6,33,N,2,6,33,N,3,6,50,N,2,6,33,N,N,,,,38,61,48,32,19,419,N,N,418,N,,08012015,022420,Admin Name,9876,,,,,,
SC,1234,Fake School District,1234019,Fake Middle School,,1122334457,2.0003E+11,FirstName_03,LastName_03,B,10/17/2001,M,07,07,07,07,07,07,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,,,,,N,N,N,N,N,Y,,Y,,,,,,,,,,,,,,,,,1000003,05192015,07,N,424,Y,R,423,431,422,438,,,,,5,10,50,N,5,6,83,Y,11,19,58,Y,N,05192015,07,N,424,Y,R,423,430,422,436,,,,,12,28,43,Y,9,18,50,Y,7,16,44,Y,15,30,50,Y,,,,,,,,,2,4,50,Y,,,,,,,,,1,4,25,N,1,4,25,N,,,,,,,,,1,4,25,N,,,,,3,4,75,Y,N,05192015,07,N,424,Y,R,424,429,424,434,,,,,11,16,69,Y,3,7,43,N,5,6,83,Y,N,05192015,07,N,424,N,C,425,431,426,438,,,,,12,19,63,N,3,9,33,N,8,12,67,Y,N,05192015,07,N,423,N,C,420,426,417,429,,,,,3,6,50,N,3,6,50,N,3,6,50,N,3,6,50,N,N,,,,44,79,76,67,49,424,Y,N,424,Y,,08012015,022420,Admin Name,9876,,,,,,
SC,1234,Fake School District,1234019,Fake Middle School,,1122334458,2.0003E+11,FirstName_04,LastName_04,B,7/19/2002,F,07,07,07,07,07,07,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,,,,,N,N,N,N,N,Y,,,,,,,Y,,,,,,,,,,,,1000004,05192015,07,N,426,Y,R,425,432,424,438,,,,,8,10,80,Y,2,5,40,N,11,20,55,Y,N,05192015,07,N,431,Y,E,428,436,425,441,,,,,17,28,61,Y,7,18,39,Y,8,16,50,Y,13,26,50,Y,,,,,,,,,1,4,25,N,,,,,,,,,1,4,25,N,3,4,75,Y,,,,,,,,,3,4,75,Y,,,,,3,4,75,Y,N,05192015,07,N,427,Y,R,426,431,425,435,,,,,11,16,69,Y,6,7,86,Y,5,6,83,Y,N,05192015,07,N,431,Y,E,430,436,429,441,,,,,15,20,75,Y,8,8,100,Y,7,12,58,Y,N,05192015,07,N,424,N,C,420,426,416,428,,,,,3,6,50,N,3,6,50,N,3,6,50,N,3,6,50,N,N,,,,55,96,90,91,65,426,Y,Y,431,Y,,08012015,022420,Admin Name,9876,,,,,,
SC,1234,Fake School District,1234019,Fake Middle School,,1122334459,2.0003E+11,FirstName_05,LastName_05,B,5/21/2002,M,07,07,07,07,07,07,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,,,,,N,N,N,Y,N,N,,,,,,,,,,,,,,,,,,,1000005,05192015,07,N,410,N,N,412,421,414,432,,,,,3,10,30,N,0,6,0,N,6,19,32,N,N,05192015,07,N,416,N,C,416,423,416,430,,,,,7,28,25,N,3,18,17,N,3,16,19,N,4,26,15,N,,,,,,,,,0,4,0,N,,,,,,,,,2,4,50,Y,2,4,50,Y,,,,,,,,,0,4,0,N,,,,,1,4,25,N,N,05192015,07,N,414,N,N,416,423,418,432,,,,,5,15,33,N,4,9,44,N,1,5,20,N,N,05192015,07,N,408,N,N,411,419,414,430,,,,,2,20,10,N,2,8,25,N,2,12,17,N,N,05192015,07,N,416,N,N,417,423,418,430,,,,,2,6,33,N,2,6,33,N,2,6,33,N,2,6,33,N,N,,,,6,39,25,5,19,413,N,N,412,N,,08012015,022420,Admin Name,9876,,,,,,
SC,1234,Fake School District,1234019,Fake Middle School,,1122334460,2.0003E+11,FirstName_06,LastName_06,B,5/7/2002,M,07,07,07,07,07,07,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,,,,,N,N,N,N,N,Y,,Y,,,,,,,,,,,,,,,,,1000006,05192015,07,N,434,Y,E,431,438,428,442,,,,,8,10,80,Y,4,6,67,Y,16,19,84,Y,N,05192015,07,N,429,Y,E,427,434,425,439,,,,,16,28,57,Y,6,18,33,N,7,16,44,Y,10,26,38,Y,,,,,,,,,3,4,75,Y,,,,,,,,,3,4,75,Y,3,4,75,Y,,,,,,,,,1,4,25,N,,,,,1,4,25,N,N,05192015,07,N,421,N,C,422,428,423,435,,,,,9,16,56,N,4,7,57,N,3,6,50,N,N,05192015,07,N,427,Y,R,427,433,427,439,,,,,14,19,74,Y,5,9,56,Y,7,12,58,Y,N,05192015,07,N,431,Y,R,423,429,415,427,,,,,4,6,67,Y,4,6,67,Y,3,6,50,N,4,6,67,Y,N,,,,85,93,59,80,87,429,Y,N,428,Y,,08012015,022420,Admin Name,9876,,,,,,
SC,1234,Fake School District,1234019,Fake Middle School,,1122334461,2.0003E+11,FirstName_07,LastName_07,B,10/17/2001,M,07,07,07,07,07,07,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,,,,,N,N,N,Y,N,Y,,,,,,,,,,,,,,,,,,,1000007,05192015,07,N,426,Y,R,425,432,424,438,,,,,7,10,70,Y,4,6,67,Y,12,19,63,Y,N,05192015,07,N,416,N,C,416,423,416,430,,,,,7,28,25,N,3,18,17,N,4,16,25,N,5,26,19,N,,,,,,,,,1,4,25,N,,,,,,,,,0,4,0,N,2,4,50,Y,,,,,,,,,2,4,50,Y,,,,,0,4,0,N,N,05192015,07,N,422,N,C,422,428,422,434,,,,,10,16,63,Y,4,7,57,N,3,6,50,N,N,05192015,07,N,419,N,N,420,427,421,435,,,,,12,19,63,N,2,9,22,N,3,12,25,N,N,05192015,07,N,423,N,C,420,426,417,429,,,,,3,6,50,N,3,6,50,N,3,6,50,N,3,6,50,N,N,,,,55,39,65,46,49,424,Y,Y,418,N,,08012015,022420,Admin Name,9876,,,,,,
SC,1234,Fake School District,1234019,Fake Middle School,,1122334462,2.0003E+11,FirstName_08,LastName_08,B,7/19/2002,M,07,07,07,07,07,07,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,,,,,N,N,N,Y,N,N,,Y,,,,,Y,,,,,,,,,,,,1000008,05192015,07,N,426,Y,R,425,432,424,438,,,,,4,10,40,N,3,5,60,Y,14,20,70,Y,N,05192015,07,N,410,N,N,411,418,412,426,,,,,4,28,14,N,3,18,17,N,2,16,13,N,4,26,15,N,,,,,,,,,0,4,0,N,,,,,,,,,1,4,25,N,0,4,0,N,,,,,,,,,1,4,25,N,,,,,1,4,25,N,N,05192015,07,N,420,N,C,421,427,422,434,,,,,8,16,50,N,5,7,71,Y,2,6,33,N,N,05192015,07,N,430,Y,E,429,436,428,442,,,,,14,20,70,Y,6,8,75,Y,9,12,75,Y,N,05192015,07,N,419,N,N,418,424,417,429,,,,,2,6,33,N,2,6,33,N,3,6,50,N,3,6,50,N,N,,,,55,8,53,88,30,422,N,Y,420,N,,08012015,022420,Admin Name,9876,,,,,,
SC,1234,Fake School District,1234019,Fake Middle School,,1122334463,2.0003E+11,FirstName_09,LastName_09,B,5/21/2002,M,07,07,07,07,07,07,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,,,,,N,N,N,N,N,Y,,Y,,,,,,,,,,,,,,,,,1000009,05192015,07,N,422,Y,R,421,429,420,436,,,,,4,10,40,N,2,5,40,N,12,20,60,Y,N,05192015,07,N,418,N,C,418,424,418,430,,,,,7,28,25,N,5,18,28,N,2,16,13,N,6,26,23,N,,,,,,,,,1,4,25,N,,,,,,,,,0,4,0,N,1,4,25,N,,,,,,,,,2,4,50,Y,,,,,1,4,25,N,N,05192015,07,N,423,Y,R,423,429,423,435,,,,,9,15,60,N,6,9,67,Y,3,5,60,Y,N,05192015,07,N,425,Y,R,425,432,425,439,,,,,14,20,70,Y,6,8,75,Y,4,12,33,N,N,05192015,07,N,420,N,C,418,425,416,430,,,,,2,6,33,N,2,6,33,N,3,6,50,N,3,6,50,N,N,,,,38,50,71,72,40,422,N,N,422,N,,08012015,022420,Admin Name,9876,,,,,,
SC,1234,Fake School District,1234019,Fake Middle School,,1122334450,2.0003E+11,FirstName_10,LastName_10,B,5/21/2002,M,10,10,10,10,10,10,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,TeacherLastName TeacherFirstname,,,,,N,N,N,N,N,Y,,Y,,,,,,,,,,,,,,,,,1000010,05192016,10,N,450,Y,R,451,459,450,456,,,,,4,10,40,N,2,5,40,N,12,20,60,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,08012015,022420,Admin Name,9876,,,,,,
